  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
    76,     P-785,   2019/11/08 02:39:30,           1-14,       1,       -39.608,      -311.375,         17580,      -1,    1,                                        ,                                        ,                 H2O, 1573206275.27,         0.205,         0.530,         5.847,        -0.000,         0.009,         0.084,        79.751,        35.338,         0.951,        56.097,         0.864,        -0.485,       -0.0000,       -0.0000,    0,        42.812,         1,      14,       2,  DGK_norm,       0
    77,     P-785,   2019/11/08 02:48:26,           1-14,       2,       -39.681,      -312.913,         17542,      -1,    1,                                        ,                                        ,                 H2O, 1573206811.61,         0.171,         0.521,         5.300,         0.001,         0.009,         0.049,        79.654,        35.114,         0.908,        55.824,         0.862,        -0.558,       -0.0000,       -0.0000,    0,        42.688,         1,      14,       2,  DGK_norm,       0
    78,     P-785,   2019/11/08 02:57:21,           1-14,       3,       -39.716,      -313.437,         17548,      -1,    1,                                        ,                                        ,                 H2O, 1573207347.06,         0.192,         0.514,         5.566,        -0.000,         0.009,         0.079,        79.711,        35.238,         0.928,        55.278,         0.863,        -0.647,        0.0000,        0.0000,    0,        42.688,         1,      14,       2,  DGK_norm,       0
    79,     P-785,   2019/11/08 03:06:17,           1-14,       4,       -39.726,      -313.664,         17649,       0,    1,                                        ,                                        ,                 H2O, 1573207882.56,         0.183,         0.500,         6.003,         0.001,         0.008,         0.088,        80.274,        35.545,         0.883,        55.170,         0.862,        -0.673,       -0.0000,       -0.0000,    0,        42.688,         1,      14,       2,  DGK_norm,       0
    80,     P-785,   2019/11/08 03:15:13,           1-14,       5,       -39.724,      -313.790,         17602,       0,    1,                                        ,                                        ,                 H2O, 1573208419.09,         0.174,         0.462,         6.166,        -0.000,         0.007,         0.094,        80.085,        35.143,         0.905,        55.637,         0.861,        -0.644,        0.0000,        0.0000,    0,        42.688,         1,      14,       2,  DGK_norm,       0
    81,     P-786,   2019/11/08 03:24:49,           1-15,       1,       -14.614,      -119.919,         17286,      -1,    1,                                        ,                                        ,                 H2O, 1573208994.43,         0.206,         0.469,         5.217,        -0.001,        -0.004,         0.058,        78.448,        34.087,         0.963,        57.295,         0.863,        -0.788,        0.0000,        0.0000,    0,        42.688,         1,      15,       3,  DGK_norm,       0
    82,     P-786,   2019/11/08 03:33:44,           1-15,       2,       -14.149,      -111.582,         16868,      -1,    1,                                        ,                                        ,                 H2O, 1573209529.81,         0.201,         0.595,         8.422,        -0.002,        -0.010,         0.175,        76.368,        33.439,         0.898,        54.909,         0.863,        -1.038,       -0.0000,       -0.0000,    0,        42.750,         1,      15,       3,  DGK_norm,       0
    83,     P-786,   2019/11/08 03:42:40,           1-15,       3,       -14.038,      -109.656,         17616,      -1,    1,                                        ,                                        ,                 H2O, 1573210066.04,         0.199,         0.502,         5.767,        -0.001,        -0.008,         0.065,        80.076,        34.878,         0.976,        58.558,         0.864,        -0.841,       -0.0000,       -0.0000,    0,        42.750,         1,      15,       3,  DGK_norm,       0
    84,     P-786,   2019/11/08 03:51:36,           1-15,       4,       -13.986,      -108.767,         17132,       0,    1,                                        ,                                        ,                 H2O, 1573210602.05,         0.181,         0.488,         6.900,        -0.001,        -0.007,         0.123,        77.649,        34.072,         0.898,        55.957,         0.862,        -0.908,        0.0000,        0.0000,    0,        42.688,         1,      15,       3,  DGK_norm,       0
    85,     P-786,   2019/11/08 04:00:33,           1-15,       5,       -13.911,      -108.124,         17712,       0,    1,                                        ,                                        ,                 H2O, 1573211138.00,         0.201,         0.515,         4.823,        -0.001,        -0.009,         0.069,        80.838,        34.733,         0.958,        58.231,         0.863,        -0.970,       -0.0000,       -0.0000,    0,        42.625,         1,      15,       3,  DGK_norm,       0
